"Timestamp","Qual é a sua idade?","Qual é seu gênero?","Escolaridade","Qual sua ocupação?","Qual é sua renda familiar?","Quantas vezes você já pegou dengue?","Algum familiar já pegou dengue?","Em qual estado você mora?","Em qual cidade?","Em qual bairro?","Você mora em:","Quantas pessoas moram com você?","De qual das fontes abaixo você mais obtém informação sobre a dengue?","A dengue é causada por um(a):","Quais as formas de contágio?","Quais são os principais sintomas da dengue?","Quais as principais formas de prevenir o contágio?","Quais das ações abaixo são formas de combater o Aedes Aegypti?","Se você já contraiu dengue, como você avalia o tratamento recebido? ","Como é o saneamento básico na sua região?","Você acredita que o governo está fazendo o suficiente para combater a dengue em sua região? ","Com que frequência você realiza ações para prevenir a proliferação do mosquito Aedes Aegypti em sua residência?","Quão preocupado você está com a possibilidade de contrair dengue?","Havendo uma vacina disponível gratuitamente no SUS, você..."
"2024/03/14 9:54:34 PM GMT-3","23","Outro","Médio completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Goiás ","Trindade","Residêncial vieira","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","4","4","Frequentemente","Muito preocupado","Talvez tomaria"
"2024/03/14 9:55:36 PM GMT-3","20","Masculino","Médio completo","Trabalho;Estudo","11 ou mais salários mínimos","Duas","Sim","Goias","Aparecida de Goiânia ","Cidade Vera Cruz 2","Casa","4","Profissionais de saúde","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","1","Frequentemente","Nada preocupado","Talvez tomaria"
"2024/03/14 9:56:21 PM GMT-3","22","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville","Costa e Silva","Apartamento","3","Profissionais de saúde","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","5","3","Frequentemente","Extremamente preocupado","Certamente tomaria"
"2024/03/14 9:57:43 PM GMT-3","18","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Goiás ","Aparecida de Goiânia ","Cidade vera Cruz 2 ","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","1","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 10:06:17 PM GMT-3","47","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Aventureiro ","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","5","3","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 10:06:47 PM GMT-3","21","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Goiás ","Aparecida de Goiânia ","Residencial Alvaluz luz","Apartamento","1","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Raramente","Pouco preocupado","Certamente tomaria"
"2024/03/14 10:10:18 PM GMT-3","39","Feminino","Superior completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Paranaguamirim ","Casa","4","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 10:17:06 PM GMT-3","46","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Comasa","Casa","3","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Frequentemente","Muito preocupado","Talvez tomaria"
"2024/03/14 10:21:50 PM GMT-3","21","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Duas","Sim","Goias","Aparecida de Goiânia ","Vera cruz","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","4","1","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 10:22:57 PM GMT-3","53","Feminino","Fundamental incompleto","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","SC","Itajaí ","Centro ","Apartamento","2","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","2","2","Raramente","Pouco preocupado","Talvez tomaria"
"2024/03/14 10:25:04 PM GMT-3","18","Feminino","Médio completo","Estudo","7 a 10 salários mínimos","Nenhuma","Não","Sc","Florianópolis ","Ingleses","Casa","5","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Manchas pelo corpo","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 10:26:29 PM GMT-3","27","Feminino","Superior completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Não","Santa Catarina ","Joinville","Santo Antônio ","Apartamento","1","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","5","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/14 10:26:38 PM GMT-3","43","Feminino","Médio completo","Trabalho","Prefiro não informar","Nenhuma","Sim","Santa Catarina","Joinville","Santa Catarina","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 10:26:52 PM GMT-3","21","Feminino","Médio completo","Trabalho;Estudo","Prefiro não informar","Nenhuma","Sim","Goiás ","Goiânia ","Vila rosa ","Casa","6","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","2","Raramente","Moderadamente preocupado","Talvez tomaria"
"2024/03/14 10:35:46 PM GMT-3","37","Feminino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Não","Santa Catarina ","Joinville ","Jardim paraíso ","Casa","5","Profissionais de saúde","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","2","1","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/14 10:36:33 PM GMT-3","30","Masculino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","Goiás","Goiania","Alto da Glória ","Apartamento","0","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Raramente","Moderadamente preocupado","Talvez tomaria"
"2024/03/14 10:41:04 PM GMT-3","27","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Goiás ","Goiânia ","Residencial recanto do bosque ","Casa","Nenhuma ","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","4","4","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 10:42:49 PM GMT-3","21","Masculino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Sim","Goiás ","Goiânia ","Itaipú ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Sempre","Moderadamente preocupado","Certamente tomaria"
"2024/03/14 10:49:58 PM GMT-3","20","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Vila nova ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Às vezes","Extremamente preocupado","Talvez tomaria"
"2024/03/14 10:50:01 PM GMT-3","22","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Duas","Sim","Goiás ","Goiânia ","Parque Oeste Industrial ","Apartamento","1","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Insatisfatório","1","1","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/14 10:54:25 PM GMT-3","12 anos ","Feminino","Fundamental incompleto","Estudo","4 a 6 salários mínimos","Nenhuma","Sim","Goiás ","Aparecida de Goiânia ","American Park","Casa","3 pessoas ","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus","Nunca tive dengue","3","2","Às vezes","Muito preocupado","Certamente tomaria"
"2024/03/14 11:51:19 PM GMT-3","24","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina","Joinville","Comasa","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","3","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/14 11:53:05 PM GMT-3","18","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Comasa","Casa","1","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","2","Frequentemente","Muito preocupado","Talvez tomaria"
"2024/03/15 12:50:59 AM GMT-3","22","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Goiás ","Aparecida de Goiânia ","Cidade vera cruz","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Às vezes","Moderadamente preocupado","Talvez tomaria"
"2024/03/15 5:37:53 AM GMT-3","60","Feminino","Superior completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Não","SC ","Joinville ","Guanabara ","Casa","1","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/15 6:13:28 AM GMT-3","31","Feminino","Superior completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Rio bonito ","Casa","7","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","1","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 6:14:48 AM GMT-3","31","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Ulysses Guimarães ","Casa","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","4","3","Sempre","Extremamente preocupado","Talvez tomaria"
"2024/03/15 6:17:26 AM GMT-3","21","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Goiás","Goiânia","Setor Bueno","Apartamento","0","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","1","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 6:22:52 AM GMT-3","22","Feminino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Uma","Não","Sc","Joinville ","Iririú ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","5","1","Frequentemente","Extremamente preocupado","Talvez tomaria"
"2024/03/15 7:48:17 AM GMT-3","26","Feminino","Médio completo","Estudo","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Morro do meio ","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","2","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 8:13:12 AM GMT-3","22","Feminino","Superior completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Não","Santa Catarina","Itajaí","Limoeiro","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 8:18:32 AM GMT-3","43","Feminino","Médio completo","Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Itajaí ","Limoeiro ","Casa","2","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","2","2","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 8:18:52 AM GMT-3","44","Masculino","Fundamental completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa catarina","Joinville","Comasa","Casa","1","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","4","2","Frequentemente","Extremamente preocupado","Não tomaria"
"2024/03/15 8:19:37 AM GMT-3","47","Feminino","Fundamental completo","","Prefiro não informar","Nenhuma","Sim","Santa Catarina","Joinville","Aventureiro","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","1","Sempre","Extremamente preocupado","Talvez tomaria"
"2024/03/15 8:20:54 AM GMT-3","37 anos ","Feminino","Superior completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","SC","São Francisco do Sul SC ","Ubatuba ","Casa","2","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","1","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 8:26:18 AM GMT-3","24","Feminino","Médio completo","Trabalho;Estudo","Prefiro não informar","Nenhuma","Sim","Santa Catarina ","Araquari","Itinga","Apartamento","0","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Às vezes","Extremamente preocupado","Certamente tomaria"
"2024/03/15 8:28:04 AM GMT-3","41","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Duas","Sim","Santa Catarina ","Joinville ","Boa vista ","Casa","4","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 8:31:47 AM GMT-3","39","Masculino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Costa e Silva ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","2","Frequentemente","Moderadamente preocupado","Talvez tomaria"
"2024/03/15 8:39:20 AM GMT-3","36","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Vila Nova","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","3","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/15 8:44:59 AM GMT-3","48","Masculino","Superior completo","Trabalho;Estudo","1 a 3 salários mínimos","Uma","Não","SC","Joinville","Costa e Silva","Apartamento","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","1","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/15 8:49:24 AM GMT-3","18","Feminino","Médio completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Não","santa catarina ","joinville ","joão costa ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Ingestão de água ou alimentos contaminados","Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus","Nunca tive dengue","5","4","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 9:14:18 AM GMT-3","45","Masculino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa catarina","Joinville ","Fátima ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","1","1","Sempre","Moderadamente preocupado","Não tomaria"
"2024/03/15 9:20:50 AM GMT-3","19","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Sc","Joinville ","Paranaguamirim ","Casa","2","Profissionais de saúde","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","1","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 9:33:44 AM GMT-3","42","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Não","Santa Catarina ","Joinville ","Paranaguamirim ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","4","4","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/15 9:37:17 AM GMT-3","29","Feminino","Médio completo","Estudo","Até 1 salário mínimo","Uma","Sim","Santa catarina","Joinville","Jarivatuba","Casa","3","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","5","1","Sempre","Extremamente preocupado","Certamente tomaria"
